url,name,type,main_location,description,price,feats,neighborhood,antiquity,built_area,privated_area,interiors,exteriors,common_zones,of_the_sector
https://www.metrocuadrado.com/inmueble/arriendo-casa-santa-marta-avenida-del-rio-4-habitaciones-4-banos-1-garajes/14593-M4848317,"Casa en Arriendo, Avenida Del Rio",Inmueble,Santa Marta,"Santa Marta Inmobiliaria tiene para ti casa en arriendo en el conjunto cerrado Claudia Patricia, sector residencial ubicado sobre la avenida principales de la ciudad, cerca a diferentes sitios de interés, como supermercados, centro Comercial Buenavista, colegios, universidades, entre otros. La casa consta de 2 niveles, su distribución es En el primer nivel, sala, comedor, estudio, cocina, baño social, patio con área de labores, alcoba del servico con su baño, en el segundo nivel encontramos un hall de alcobas, baño auxiliar y 2 habitaciones auxiliares, mas la habitación principal cuenta con baño interno, adicional un balcon. La casa cuenta con parqueadero y el conjunto ofrece porton eléctrico.",$1.500.000,"['Código inmueble\n14593-M4848317', 'Barrio común\nAvenida Del Rio', 'Antigüedad\nMás de 20 años', 'Área construida\n90 m²', 'Área privada\n90 m²', 'Valor arriendo\n$1.500.000', 'Parqueaderos\n1', '4\nHabitaciones', '4\nBaños', '3\nEstrato']",Avenida Del Rio,Más de 20 años,90 m²,90 m²,"Baño auxiliar , Comedor auxiliar , Cuarto de servicio , Estudio o biblioteca , Hall de alcobas , Zona de lavandería , Tipo acabado de piso cerámica , ","Baño auxiliar , Comedor auxiliar , Cuarto de servicio , Estudio o biblioteca , Area lote 76 m² , Baños de servicio , Parqueadero visitantes , Terraza/Balcón balcón , ",,"Area lote 76 m² , Baños de servicio , Parqueadero visitantes , Cerca colegios / universidades , Cerca parques , Cerca transporte público , Zona residencial , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-pozos-colorados-1-habitaciones-2-banos-1-garajes/2229-M4081854,"Apartamento en Venta, Pozos Colorados",Inmueble,Santa Marta,"APARTAESTUDIO CON VISTA AL MAR Y SALIDA DIRECTA AL MAR. Consta de habitación en un solo espacio, con dos baños, baño principal con vestier, sala-comedor, amplio balcón con vista al mar, cuarto de depósito y cocina integral y un parqueadero cubierto. El edificio, tiene piscina niños y adultos en primer piso, salida directa al mar, kioscos y sillas de playa, turco, piscina en el séptimo piso, jacuzzis y gimnasio con hermosa vista al mar. Se vende amoblado.",$660.000.000,"['Código inmueble\n2229-M4081854', 'Barrio común\nPozos Colorados', 'Precio\n$660.000.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n68 m²', 'Área privada\n68 m²', 'Valor administración\n$514.000', 'Parqueaderos\n1', '1\nHabitaciones', '2\nBaños', '6\nEstrato']",Pozos Colorados,Entre 0 y 5 años,68 m²,68 m²,"Baño auxiliar , Aire acondicionado , Alarma , Citófonos , Cocina integral , Jacuzzi , Equipado / amoblado , Zona de lavandería , Instalación de gas natural , Closets 1 , Piso 11 , Tipo de cocina abierta , Tipo de comedor sala comedor , Deposito 1 , Tipo de estufa gas , ","Baño auxiliar , Aire acondicionado , Alarma , Citófonos , Cocina integral , Jacuzzi , Area Terraza/Balcón 4 m² , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Piscina , Con terraza , Vista panorámica , Conjunto cerrado , Portería , Terraza/Balcón balcón , Vigilancia 24hrs , ","Area Terraza/Balcón 4 m² , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Gimnasio , Salón comunal , Zona para niños , "," , Sobre vía secundaria , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-centro-3-habitaciones-2-banos/10151-M4872815,"Apartamento en Venta, Bolivar",Inmueble,Bucaramanga,"815-4457 D.C COLOMBIA S.A.S Vende apartamento No.2204 ubicado en el Edificio Torre de Vita en la ciudad de Bucaramanga Santander. El inmueble cuenta con un area privada de 75.81M2, esta conformado por sala, comedor, balcon, cocina, zona de ropas, estar de tv, un baño para uso general, tres alcobas. la principal cuenta con baño privado y Vestier. Sus principales vias de acceso son la Carrera 21 y la calle 39, a su alrededor se encuentran droguerias, opticas, litografias y locales comerciales.",$410.000.000,"['Código inmueble\n10151-M4872815', 'Barrio común\nBolivar', 'Precio\n$410.000.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n75.81 m²', 'Área privada\n75.81 m²', '3\nHabitaciones', '2\nBaños', '4\nEstrato']",Bolivar,Entre 0 y 5 años,75.81 m²,75.81 m²,"Calentador no tiene , Tipo de comedor comedor independiente , Tipo acabado de piso baldosa , Tipo de piso en alcobas baldosa , Tipo de piso en comedor baldosa , Tipo de piso en estudio baldosa , Tipo de piso en sala baldosa , ","Calentador no tiene , Tipo de comedor comedor independiente , Tipo acabado de piso baldosa , Tipo de piso en alcobas baldosa , Ascensor , Terraza/Balcón balcón , ","Ascensor , Terraza/Balcón balcón , Zonas verdes , ","Ascensor , Terraza/Balcón balcón , Zonas verdes , Zona residencial , "
https://www.metrocuadrado.com/inmueble/arriendo-casa-bucaramanga-girardot-3-habitaciones-1-banos/16493-M4881422,"Casa en Arriendo, Girardot",Inmueble,Bucaramanga,"Casa en arriendo en Girardot Área 70 m2, Habitaciones 3, baños 1, parqueaderos 0",$1.000.000,"['Código inmueble\n16493-M4881422', 'Barrio común\nGirardot', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n70 m²', 'Área privada\n70 m²', 'Valor arriendo\n$1.000.000', '3\nHabitaciones', '1\nBaños', '2\nEstrato']",Girardot,Entre 0 y 5 años,70 m²,70 m²,"Instalación de gas ninguno , Tipo de cocina lineal , Tipo de comedor sala comedor , Tipo acabado de piso otro , Tipo de piso en alcobas otro , Tipo de piso en comedor otro , Tipo de piso en estudio otro , Tipo de piso en sala otro , ","Instalación de gas ninguno , Tipo de cocina lineal , Tipo de comedor sala comedor , Tipo acabado de piso otro , Vigilancia 0 , ",,
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-girardot-3-habitaciones-1-banos-1-garajes/12693-M4892823,"Apartamento en Venta, Girardot",Inmueble,Bucaramanga,Apartamento en Venta en Edificio Torre Girardot Barrio Girardot Comuna Occidental Bucaramanga,$180.000.000,"['Código inmueble\n12693-M4892823', 'Barrio común\nGirardot', 'Precio\n$180.000.000', 'Antigüedad\nEntre 5 y 10 años', 'Área construida\n60 m²', 'Área privada\n60 m²', 'Valor administración\n$186.000', 'Parqueaderos\n1', '3\nHabitaciones', '1\nBaños', '3\nEstrato']",Girardot,Entre 5 y 10 años,60 m²,60 m²,"Piso 13 , ",,,
https://www.metrocuadrado.com/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-5-habitaciones-5-banos-2-garajes/5066-M4528076,"Apartamento en Venta, ALTOS DE CABECERA",Inmueble,Bucaramanga,"Vendo Lujoso apartamento en primer piso en exclusivo sector de Cabecera del Llano en Bucaramanga, 225 M2 más terrazas de puro confort, paz y tranquilidad en dificio de solo 17 apartamentos con seguridad privada 24 hrs, cámaras, amplio lobby, salón social en el primer nivel con gimnasio y espectacular terraza social en el piso 11 con BBQ y hermosa vista. El apartamento cuenta con acabados de lujo, luces led empotradas, pisos en porcelanato,en cerámica de lujo y laminado, remodelado con excelente diseño interior, estrato 6, 4 amplias alcobas, aires acondicionados, cocina moderna con mucho almacenamiento, lavavajillas, horno convencional, microondas, despensas y comedor auxiliar, barra tipo americano, elegante sala principal, sala de estar con balcón, comedor principal y comedor de confianza, gran estudio familiar con muebles empotrados, amplia oficina independiente, terraza privada con BBQ, balcón con mesita para el té, zona de labores con lavadero y tendedero y calentador a gas",$1.250.000.000,"['Código inmueble\n5066-M4528076', 'Barrio común\nALTOS DE CABECERA', 'Precio\n$1.250.000.000', 'Antigüedad\nMás de 20 años', 'Área construida\n225 m²', 'Área privada\n225 m²', 'Valor administración\n$914.280', 'Parqueaderos\n2', '5\nHabitaciones', '5\nBaños', '6\nEstrato']",ALTOS DE CABECERA,Más de 20 años,225 m²,225 m²,"Aire acondicionado , Citófonos , Comedor auxiliar , Cuarto de servicio , Estudio o biblioteca , Parqueadero cubierto , Hall de alcobas , Zona de lavandería , Instalación de gas natural , Closets 4 , Piso 1 , Calentador gas , Tipo de cocina en u , Tipo de comedor comedor independiente , Deposito 0 , Tipo de estufa gas , ","Aire acondicionado , Citófonos , Comedor auxiliar , Cuarto de servicio , Estudio o biblioteca ,  , Area Terraza/Balcón 30 m² , Ascensor , Circuito cerrado de TV , Conjunto cerrado , Número de Ascensores 1 , Terraza/Balcón terraza , Vigilancia 24hrs , ","Area Terraza/Balcón 30 m² , Ascensor ,  , Gimnasio , Salón comunal , Zona de BBQ , ","Cerca centros comerciales , Cerca colegios / universidades , Cerca parques , Cerca supermercados , Cerca transporte público , Sobre vía principal , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-ub-riascos-3-habitaciones-3-banos-1-garajes/16206-M4883236,"Apartamento en Venta, Riascos",Inmueble,Santa Marta,"EXTRAORDINARIO APARTAMENTO EN EXCLUSIVO SECTOR RESIDENCIAL DE LA CIUDAD, 3 HABITACION, 3 BAÑOS, depósito y parqueadero. Cuenta con 3 ASENSORES y vigilancia 24 horas CERCA DE SUPERMERCADOS, TRANSPORTE PUBLICO CERCANO, A 6 MINUTOS DE LA BAHIA Y CENTRO HISTORICO DE SANTA MARTA, PARQUES, ZONA SEGURA Y TRANQUILA.",$430.000.000,"['Código inmueble\n16206-M4883236', 'Barrio común\nRiascos', 'Precio\n$430.000.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n112.43 m²', 'Área privada\n112.43 m²', 'Valor administración\n$620.000', 'Parqueaderos\n1', '3\nHabitaciones', '3\nBaños', '5\nEstrato']",Riascos,Entre 0 y 5 años,112.43 m²,112.43 m²,"Baño auxiliar , Aire acondicionado , Citófonos , Cocina integral , Sauna / turco , Vigilancia , Zona de lavandería , Piso 6 , Deposito 1 , Tipo acabado de piso cerámica , ","Baño auxiliar , Aire acondicionado , Citófonos , Cocina integral , Sauna / turco , Ascensor , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Piscina , Vista panorámica , Portería , Terraza/Balcón balcón , ","Ascensor , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Gimnasio , Salón comunal , Zona de BBQ , Zona para niños , Zonas verdes , ","Gimnasio ,  , Cerca colegios / universidades , Cerca parques , Cerca transporte público , Zona comercial , Zona residencial , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-bavaria-4-habitaciones-5-banos-2-garajes/16206-M4540129,"Apartamento en Venta, Bavaria",Inmueble,Santa Marta,"Este amplioo apartamento se encuentra ubicado en Santa Marta, Magdalena, en una zona residencial cercana a todos los principales centros comerciales y con facil acceso al transporte público. Por sus 210 m2 de área construida, cuenta con 4 alcobas, 5 baños, 2 garajes, balcones y amplias zonas comunes. Dentro del apartamento encontrarás lujosas características internas, como aire acondicionado, citófono o intercomunicador, gas domiciliario, clósets en las Alcobas, una cocina integral con barra estilo americano, salón de alcobas, bibliotecaestudio, baño auxiliar, balcón con vista panorámica, zona de lavandería y más. Y además, el apartamento está diseñado para que los invitados de tu familia puedan traer a sus mascotas. En lo externo disfrutarás del acceso pavimentado, un área social para relajarse, además de un ascensor, barbacoaparrillaquincho, circuito cerrado de tv, cocherasgarajes para más comodidad, un parqueadero para visitantes, piscina, terraza con mesa",$950.000.000,"['Código inmueble\n16206-M4540129', 'Barrio común\nBavaria', 'Precio\n$950.000.000', 'Antigüedad\nEntre 5 y 10 años', 'Área construida\n210 m²', 'Área privada\n210 m²', 'Valor administración\n$554.000', 'Parqueaderos\n2', '4\nHabitaciones', '5\nBaños', '6\nEstrato']",Bavaria,Entre 5 y 10 años,210 m²,210 m²,"Baño auxiliar , Aire acondicionado , Citófonos , Cocina integral , Estudio o biblioteca , Hall de alcobas , Vigilancia , Zona de lavandería , Piso 15 , ","Baño auxiliar , Aire acondicionado , Citófonos , Cocina integral , Ascensor , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Piscina , Con terraza , Vista panorámica , Portería , Terraza/Balcón balcón , ","Ascensor , Baños de servicio , Circuito cerrado de TV , Parqueadero visitantes , Salón comunal , Zona de BBQ , Zona para niños , ","Salón comunal ,  , Cerca parques , Cerca transporte público , Zona residencial , "
https://www.metrocuadrado.com/inmueble/venta-casa-bucaramanga-quintas-del-cacique-4-habitaciones-4-banos-3-garajes/16580-M4780982,"Casa en Venta, LAGOS DEL CACIQUE",Inmueble,Bucaramanga,"se vende hermosa casa de dos niveles ubicada en lagos del cacique sector residencial de 320 metros 4 habitaciones, 4 baños, 3 parqueaderos, cerca de colegios, supermercados, restaurantes",$1.450.000.000,"['Código inmueble\n16580-M4780982', 'Barrio común\nLAGOS DEL CACIQUE', 'Precio\n$1.450.000.000', 'Antigüedad\nEntre 5 y 10 años', 'Área construida\n320 m²', 'Área privada\n300 m²', 'Valor administración\n$680.000', 'Parqueaderos\n3', '4\nHabitaciones', '4\nBaños', '5\nEstrato']",LAGOS DEL CACIQUE,Entre 5 y 10 años,320 m²,300 m²,"Apto para niños , Aire acondicionado , Alarma , Citófonos , Comedor auxiliar , Tipo de cortinas persianas , Cuarto de servicio , Estudio o biblioteca , Parqueadero cubierto , Hall de alcobas , Puerta seguridad , Sauna / turco , Instalación de gas natural , Closets 4 , Número de líneas teléfonicas 1 , Se permite fumar , ","Apto para niños , Aire acondicionado , Alarma , Citófonos , Comedor auxiliar , Tipo de cortinas persianas ,  , Area lote 350 m² , Area Terraza/Balcón 5 m² , Acceso para discapacitados , Circuito cerrado de TV , Jardín , Vista panorámica , Conjunto cerrado , Número de Ascensores 0 , Terraza/Balcón terraza , Vigilancia 24hrs , ","Area lote 350 m² , Area Terraza/Balcón 5 m² ,  , Gimnasio , Salón comunal , Sendero peatonal , Zona de BBQ , Zona para niños , Zonas verdes , ","Cerca centros comerciales , Cerca colegios / universidades , Cerca parques , Cerca supermercados , Cerca transporte público , Sobre vía secundaria , "
https://www.metrocuadrado.com/inmueble/venta-apartamento-santa-marta-bello-horizonte-2-habitaciones-3-banos-1-garajes/14314-M4786713,"Apartamento en Venta, Bello Horizonte Aeropuerto",Inmueble,Santa Marta,"Se vende apartamento en Bello Horizonte, Santa Marta. Para confirmar cualquier dato de la publicación, realizar preguntas adicionales o agendar cita para conocer la propiedad, comunícate por WhatsApp a los sgts números +57 300 752 2819 +57 301 326 2048 +57 300 784 7059",$1.490.000.000,"['Código inmueble\n14314-M4786713', 'Barrio común\nBello Horizonte Aeropuerto', 'Precio\n$1.490.000.000', 'Antigüedad\nEntre 0 y 5 años', 'Área construida\n127 m²', 'Área privada\n127 m²', 'Valor administración\n$857.000', 'Parqueaderos\n1', '2\nHabitaciones', '3\nBaños', '6\nEstrato']",Bello Horizonte Aeropuerto,Entre 0 y 5 años,127 m²,127 m²,"Baño auxiliar , Aire acondicionado , Calefacción , Citófonos , Cocina tipo americano , Cocina integral , Equipado / amoblado , Sauna / turco , Zona de lavandería , Piso 9 , Deposito 1 , ","Baño auxiliar , Aire acondicionado , Calefacción , Citófonos , Ascensor , Baños de servicio , Piscina , Vista panorámica , Conjunto cerrado , Portería , Terraza/Balcón balcón , Vivienda bifamiliar , ","Ascensor , Baños de servicio , Piscina ,  , Gimnasio , Salón comunal , Zona de BBQ , ","Gimnasio ,  , Cerca transporte público , Zona campestre , Zona comercial , Zona residencial , "
